state	yr	qtr	index_nsa	index_sa	Warning
MO	2004	1	178.77	179.11	
MO	2004	2	182.46	181.19	
MO	2004	3	185.03	183.18	
MO	2004	4	186.43	186.56	
MO	2005	1	187.73	188.19	
MO	2005	2	193.26	191.79	
MO	2005	3	196.54	194.33	
MO	2005	4	197.14	197.57	
MO	2006	1	199.73	200.40	
MO	2006	2	202.48	200.68	
MO	2006	3	204.98	202.46	
MO	2006	4	202.60	203.32	
MO	2007	1	204.14	205.09	
MO	2007	2	206.55	204.35	
MO	2007	3	207.56	204.84	
MO	2007	4	200.77	201.78	
MO	2008	1	196.46	197.56	
MO	2008	2	199.54	197.13	
MO	2008	3	196.47	193.75	
MO	2008	4	190.86	192.05	
MO	2009	1	191.16	192.41	
MO	2009	2	193.37	190.77	
MO	2009	3	191.87	189.15	
MO	2009	4	188.86	190.16	
MO	2010	1	185.22	186.53	
MO	2010	2	190.86	188.19	
MO	2010	3	187.10	184.40	
MO	2010	4	177.84	179.09	
MO	2011	1	175.21	176.51	
MO	2011	2	177.57	175.08	
MO	2011	3	180.67	178.02	
MO	2011	4	176.14	177.34	
MO	2012	1	178.13	179.48	
MO	2012	2	182.92	180.50	
MO	2012	3	183.64	180.85	
MO	2012	4	182.68	183.82	
MO	2013	1	183.53	184.99	
MO	2013	2	189.81	187.39	
MO	2013	3	192.78	189.84	
MO	2013	4	189.31	190.33	
MO	2014	1	190.80	192.39	
MO	2014	2	195.73	193.32	
MO	2014	3	198.09	195.05	
MO	2014	4	196.88	197.83	
MO	2015	1	197.47	199.18	
MO	2015	2	204.60	202.11	
MO	2015	3	207.77	204.58	
MS	1991	1	100.00	100.00	
MS	1991	2	99.13	99.18	
MS	1991	3	98.72	99.15	
MS	1991	4	100.56	100.98	
MS	1992	1	103.32	103.39	
MS	1992	2	103.76	103.80	
MS	1992	3	103.54	103.95	
MS	1992	4	104.01	104.40	
MS	1993	1	104.91	105.10	
MS	1993	2	106.16	106.18	
MS	1993	3	107.87	108.20	
MS	1993	4	109.28	109.65	
MS	1994	1	111.05	111.43	
MS	1994	2	113.32	113.31	
MS	1994	3	114.10	114.33	
MS	1994	4	115.31	115.70	
MS	1995	1	115.98	116.54	
MS	1995	2	117.84	117.77	
MS	1995	3	118.69	118.83	
MS	1995	4	119.89	120.33	
MS	1996	1	119.70	120.38	
MS	1996	2	121.61	121.49	
MS	1996	3	123.92	123.98	
MS	1996	4	124.15	124.67	
MS	1997	1	124.63	125.40	
MS	1997	2	126.68	126.51	
MS	1997	3	126.73	126.71	
MS	1997	4	127.06	127.67	
MS	1998	1	129.04	129.86	
MS	1998	2	131.24	131.05	
MS	1998	3	131.91	131.79	
MS	1998	4	133.57	134.31	
MS	1999	1	135.17	136.02	
MS	1999	2	137.29	137.12	
MS	1999	3	138.52	138.34	
MS	1999	4	137.41	138.16	
MS	2000	1	138.26	139.12	
MS	2000	2	141.43	141.33	
MS	2000	3	142.84	142.61	
MS	2000	4	141.88	142.62	
MS	2001	1	142.46	143.32	
MS	2001	2	144.55	144.56	
MS	2001	3	146.28	146.01	
MS	2001	4	146.68	147.41	
MS	2002	1	147.12	147.94	
MS	2002	2	147.37	147.48	
MS	2002	3	150.06	149.80	
MS	2002	4	151.70	152.40	
MS	2003	1	152.47	153.27	
MS	2003	2	153.64	153.79	
MS	2003	3	154.80	154.64	
MS	2003	4	154.49	155.11	
MS	2004	1	156.73	157.55	
MS	2004	2	160.00	160.15	
MS	2004	3	161.87	161.79	
MS	2004	4	161.80	162.29	
MS	2005	1	165.34	166.44	
MS	2005	2	168.20	168.14	
MS	2005	3	172.68	172.71	
MS	2005	4	177.57	177.85	
MS	2006	1	179.58	181.29	
MS	2006	2	185.25	184.89	
MS	2006	3	188.11	188.05	
MS	2006	4	191.22	191.26	
MS	2007	1	194.36	197.10	
MS	2007	2	194.39	193.59	
MS	2007	3	192.90	192.51	
MS	2007	4	193.58	193.54	
MS	2008	1	189.15	192.69	
MS	2008	2	192.70	191.53	
MS	2008	3	185.74	184.89	
MS	2008	4	185.20	185.29	
MS	2009	1	176.16	180.11	
MS	2009	2	182.41	180.94	
MS	2009	3	183.27	181.98	
MS	2009	4	177.55	177.98	
MS	2010	1	171.37	175.45	
MS	2010	2	177.48	175.84	
MS	2010	3	177.53	176.00	
MS	2010	4	171.43	172.33	
MS	2011	1	167.42	171.20	
MS	2011	2	173.05	171.38	
MS	2011	3	172.96	171.37	
MS	2011	4	175.42	176.96	
MS	2012	1	169.73	172.88	
MS	2012	2	174.71	173.08	
MS	2012	3	176.67	175.21	
MS	2012	4	174.77	176.82	
MS	2013	1	176.84	179.26	
MS	2013	2	182.54	181.00	
MS	2013	3	179.08	177.85	
MS	2013	4	177.33	179.77	
MS	2014	1	179.27	180.96	
MS	2014	2	182.19	180.81	
MS	2014	3	184.07	183.03	
MS	2014	4	181.47	184.21	
MS	2015	1	186.19	187.40	
MS	2015	2	188.36	187.12	
MS	2015	3	189.71	188.70	
MT	1991	1	100.00	100.00	
MT	1991	2	104.56	103.89	
MT	1991	3	106.84	106.12	
MT	1991	4	110.72	109.40	
MT	1992	1	111.76	111.77	
MT	1992	2	114.04	113.34	
MT	1992	3	118.18	117.27	
MT	1992	4	121.75	120.39	
MT	1993	1	124.45	124.46	
MT	1993	2	129.16	128.43	
MT	1993	3	132.38	131.11	
MT	1993	4	137.06	135.78	
MT	1994	1	137.90	137.88	
MT	1994	2	145.56	144.72	
MT	1994	3	144.23	142.62	
MT	1994	4	147.59	146.50	
MT	1995	1	148.26	148.20	
MT	1995	2	150.23	149.32	
MT	1995	3	154.71	152.78	
MT	1995	4	153.92	153.09	
MT	1996	1	154.58	154.48	
MT	1996	2	157.94	156.88	
MT	1996	3	160.78	158.67	
MT	1996	4	158.82	158.19	
MT	1997	1	161.82	161.68	
MT	1997	2	161.59	160.42	
MT	1997	3	161.93	159.76	
MT	1997	4	162.32	161.82	
MT	1998	1	163.63	163.44	
MT	1998	2	165.02	163.70	
MT	1998	3	166.38	164.28	
MT	1998	4	166.53	166.01	
MT	1999	1	166.53	166.32	
MT	1999	2	170.64	169.20	
MT	1999	3	174.03	171.95	
MT	1999	4	172.74	172.10	
MT	2000	1	174.10	173.96	
MT	2000	2	177.38	175.82	
MT	2000	3	180.48	178.34	
MT	2000	4	180.07	179.36	
MT	2001	1	186.27	186.27	
MT	2001	2	187.42	185.69	
MT	2001	3	188.41	186.07	
MT	2001	4	191.24	190.54	
MT	2002	1	194.00	194.24	
MT	2002	2	197.71	195.62	
MT	2002	3	203.06	200.50	
MT	2002	4	205.16	204.53	
MT	2003	1	207.43	207.83	
MT	2003	2	216.30	213.83	
MT	2003	3	221.94	219.07	
MT	2003	4	223.74	223.18	
MT	2004	1	225.84	226.43	
MT	2004	2	237.68	234.70	
MT	2004	3	244.07	240.97	
MT	2004	4	246.09	245.59	
MT	2005	1	252.08	252.65	
MT	2005	2	265.66	262.33	
MT	2005	3	271.23	267.80	
MT	2005	4	276.57	276.12	
MT	2006	1	284.98	285.33	
MT	2006	2	294.53	290.98	
MT	2006	3	302.28	298.63	
MT	2006	4	304.12	303.64	
MT	2007	1	307.55	307.41	
MT	2007	2	316.55	313.28	
MT	2007	3	317.83	313.88	
MT	2007	4	319.34	318.86	
MT	2008	1	318.20	317.69	
MT	2008	2	315.73	312.81	
MT	2008	3	315.47	311.63	
MT	2008	4	301.89	301.27	
MT	2009	1	308.09	307.38	
MT	2009	2	303.44	300.91	
MT	2009	3	304.63	301.08	
MT	2009	4	299.68	298.80	
MT	2010	1	297.84	297.03	
MT	2010	2	296.51	294.15	
MT	2010	3	293.31	290.39	
MT	2010	4	282.15	280.70	
MT	2011	1	280.15	279.35	
MT	2011	2	288.86	286.78	
MT	2011	3	285.20	282.82	
MT	2011	4	288.11	285.91	
MT	2012	1	287.63	286.85	
MT	2012	2	292.22	290.37	
MT	2012	3	296.23	294.24	
MT	2012	4	306.84	303.60	
MT	2013	1	310.80	310.07	
MT	2013	2	311.99	310.49	
MT	2013	3	313.63	311.66	
MT	2013	4	323.18	319.11	
MT	2014	1	320.04	319.32	
MT	2014	2	325.62	324.64	
MT	2014	3	331.69	329.49	
MT	2014	4	336.12	331.44	
MT	2015	1	334.00	333.37	
MT	2015	2	337.46	336.90	
MT	2015	3	345.98	343.34	
NC	1991	1	100.00	100.00	
NC	1991	2	100.35	100.12	
NC	1991	3	100.13	99.84	
NC	1991	4	101.75	101.14	
NC	1992	1	102.12	102.12	
NC	1992	2	102.41	102.18	
NC	1992	3	103.80	103.46	
NC	1992	4	104.93	104.34	
NC	1993	1	104.06	104.05	
NC	1993	2	106.08	105.87	
NC	1993	3	107.19	106.76	
NC	1993	4	108.50	107.97	
NC	1994	1	109.43	109.41	
NC	1994	2	111.40	111.17	
NC	1994	3	113.41	112.88	
NC	1994	4	114.72	114.26	
NC	1995	1	115.51	115.51	
NC	1995	2	116.51	116.23	
NC	1995	3	118.29	117.67	
NC	1995	4	119.38	119.00	
NC	1996	1	120.85	120.88	
NC	1996	2	122.27	121.89	
NC	1996	3	124.28	123.61	
NC	1996	4	124.68	124.35	
NC	1997	1	125.87	125.91	
NC	1997	2	128.10	127.62	
NC	1997	3	128.94	128.24	
NC	1997	4	130.17	129.88	
NC	1998	1	130.72	130.80	
NC	1998	2	132.82	132.24	
NC	1998	3	134.40	133.69	
NC	1998	4	135.42	135.17	
NC	1999	1	136.44	136.51	
NC	1999	2	138.92	138.26	
NC	1999	3	140.20	139.46	
NC	1999	4	141.37	141.20	
NC	2000	1	141.79	141.80	
NC	2000	2	144.24	143.53	
NC	2000	3	146.01	145.25	
NC	2000	4	146.56	146.45	
NC	2001	1	148.02	147.94	
NC	2001	2	149.38	148.66	
NC	2001	3	150.27	149.49	
NC	2001	4	150.08	150.05	
NC	2002	1	151.65	151.46	
NC	2002	2	153.26	152.52	
NC	2002	3	154.84	154.11	
NC	2002	4	155.37	155.36	
NC	2003	1	156.95	156.68	
NC	2003	2	158.48	157.72	
NC	2003	3	159.38	158.69	
NC	2003	4	160.15	160.13	
NC	2004	1	161.91	161.60	
NC	2004	2	165.96	165.15	
NC	2004	3	167.22	166.53	
NC	2004	4	169.56	169.49	
NC	2005	1	173.04	172.83	
NC	2005	2	176.14	175.13	
NC	2005	3	179.40	178.67	
NC	2005	4	183.01	183.00	
NC	2006	1	187.05	186.97	
NC	2006	2	190.79	189.49	
NC	2006	3	194.10	193.24	
NC	2006	4	197.34	197.38	
NC	2007	1	199.44	199.70	
NC	2007	2	202.21	200.45	
NC	2007	3	203.66	202.76	
NC	2007	4	201.65	201.63	
NC	2008	1	200.47	201.21	
NC	2008	2	204.27	202.17	
NC	2008	3	199.01	198.06	
NC	2008	4	193.46	193.28	
NC	2009	1	197.34	198.68	
NC	2009	2	196.47	194.11	
NC	2009	3	193.24	192.21	
NC	2009	4	189.89	189.63	
NC	2010	1	184.51	186.11	
NC	2010	2	187.87	185.55	
NC	2010	3	182.52	181.35	
NC	2010	4	183.78	183.47	
NC	2011	1	173.91	175.70	
NC	2011	2	177.18	174.92	
NC	2011	3	177.41	176.15	
NC	2011	4	176.85	176.60	
NC	2012	1	173.85	175.66	
NC	2012	2	178.55	176.36	
NC	2012	3	179.38	177.95	
NC	2012	4	178.21	178.08	
NC	2013	1	181.80	183.63	
NC	2013	2	187.11	184.81	
NC	2013	3	189.20	187.61	
NC	2013	4	189.84	190.00	
NC	2014	1	187.19	188.77	
NC	2014	2	195.91	193.58	
NC	2014	3	195.29	193.64	
NC	2014	4	195.71	196.03	
NC	2015	1	199.10	200.62	
NC	2015	2	205.41	202.91	
NC	2015	3	208.44	206.77	
ND	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	2	101.03	100.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	3	99.07	98.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1991	4	100.63	100.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	1	102.01	102.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	2	104.13	103.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	3	103.75	103.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1992	4	105.44	105.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	1	107.27	107.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	2	110.11	109.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	3	112.76	112.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1993	4	114.25	114.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	1	115.22	115.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	2	118.37	117.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	3	119.31	118.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1994	4	119.52	119.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	1	122.12	122.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	2	123.32	122.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	3	121.20	120.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1995	4	123.18	123.21	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	1	123.30	123.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	2	124.46	124.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	3	127.59	126.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1996	4	126.38	126.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	1	126.46	126.87	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	2	127.88	127.58	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	3	131.67	129.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1997	4	129.73	129.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	1	129.43	129.81	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	2	132.51	132.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	3	135.87	134.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1998	4	135.80	135.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	1	135.23	135.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	2	137.15	136.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	3	138.38	136.78	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	1999	4	136.70	136.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	1	139.72	140.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	2	139.88	139.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	3	142.34	140.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2000	4	138.76	138.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	1	143.61	143.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	2	144.10	143.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	3	144.44	143.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2001	4	147.82	147.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	1	147.34	147.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	2	151.10	150.70	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	3	154.83	153.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2002	4	157.92	157.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	1	158.50	159.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	2	160.91	160.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	3	164.59	163.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2003	4	165.73	165.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	1	166.43	167.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	2	172.38	171.69	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	3	176.79	175.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2004	4	178.11	177.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	1	181.02	182.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	2	185.23	184.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	3	189.99	187.89	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2005	4	192.48	192.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	1	190.95	191.98	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	2	200.13	198.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	3	202.90	200.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2006	4	201.77	202.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	1	203.98	205.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	2	208.68	207.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	3	211.59	209.71	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2007	4	208.16	208.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	1	210.42	211.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	2	213.48	211.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	3	214.81	213.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2008	4	213.81	213.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	1	211.88	212.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	2	219.23	217.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	3	216.96	215.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2009	4	216.68	216.11	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	1	224.45	225.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	2	220.53	218.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	3	219.22	218.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2010	4	226.11	225.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	1	224.87	225.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	2	229.43	228.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	3	232.25	231.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2011	4	236.20	234.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	1	237.90	238.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	2	247.05	246.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	3	253.30	251.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2012	4	258.09	256.39	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	1	259.80	260.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	2	264.03	264.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	3	272.94	270.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2013	4	272.43	270.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	1	279.13	280.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	2	283.29	283.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	3	294.50	291.41	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2014	4	296.60	294.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	1	296.63	297.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	2	300.76	301.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
ND	2015	3	308.65	305.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
NE	1991	1	100.00	100.00	
NE	1991	2	101.70	101.24	
NE	1991	3	102.11	101.56	
NE	1991	4	102.44	102.25	
NE	1992	1	106.28	106.31	
NE	1992	2	107.39	106.90	
NE	1992	3	109.39	108.75	
NE	1992	4	110.88	110.69	
NE	1993	1	112.37	112.44	
NE	1993	2	114.81	114.28	
NE	1993	3	117.08	116.33	
NE	1993	4	120.34	120.17	
NE	1994	1	120.20	120.34	
NE	1994	2	121.62	120.98	
NE	1994	3	124.23	123.41	
NE	1994	4	124.23	124.10	
NE	1995	1	125.61	125.80	
NE	1995	2	128.86	128.14	
NE	1995	3	130.14	129.24	
NE	1995	4	130.69	130.62	
NE	1996	1	131.86	132.07	
NE	1996	2	134.99	134.16	
NE	1996	3	136.88	135.96	
NE	1996	4	137.10	137.10	
NE	1997	1	138.76	138.94	
NE	1997	2	142.03	141.12	
NE	1997	3	142.89	141.93	
NE	1997	4	144.22	144.28	
NE	1998	1	147.27	147.43	
NE	1998	2	148.05	147.09	
NE	1998	3	149.02	148.02	
NE	1998	4	153.87	153.96	
NE	1999	1	154.09	154.21	
NE	1999	2	156.43	155.49	
NE	1999	3	157.71	156.55	
NE	1999	4	157.08	157.22	
NE	2000	1	158.45	158.57	
NE	2000	2	161.18	160.28	
NE	2000	3	162.76	161.41	
NE	2000	4	162.47	162.68	
NE	2001	1	162.63	162.77	
NE	2001	2	166.01	165.17	
NE	2001	3	167.75	166.18	
NE	2001	4	166.56	166.84	
NE	2002	1	168.55	168.76	
NE	2002	2	170.94	170.12	
NE	2002	3	173.65	171.85	
NE	2002	4	173.48	173.80	
NE	2003	1	175.79	176.15	
NE	2003	2	178.12	177.26	
NE	2003	3	180.68	178.64	
NE	2003	4	180.05	180.41	
NE	2004	1	182.13	182.76	
NE	2004	2	184.05	183.02	
NE	2004	3	189.45	187.18	
NE	2004	4	188.62	189.00	
NE	2005	1	189.48	190.49	
NE	2005	2	191.35	189.99	
NE	2005	3	194.96	192.55	
NE	2005	4	193.99	194.36	
NE	2006	1	193.64	195.11	
NE	2006	2	199.12	197.32	
NE	2006	3	200.63	198.15	
NE	2006	4	197.40	197.72	
NE	2007	1	197.37	199.31	
NE	2007	2	202.55	200.31	
NE	2007	3	201.17	198.73	
NE	2007	4	197.00	197.31	
NE	2008	1	193.13	195.29	
NE	2008	2	195.67	193.23	
NE	2008	3	193.84	191.55	
NE	2008	4	191.26	191.58	
NE	2009	1	188.82	190.99	
NE	2009	2	195.62	193.06	
NE	2009	3	196.68	194.50	
NE	2009	4	194.80	195.11	
NE	2010	1	189.37	191.39	
NE	2010	2	196.32	193.83	
NE	2010	3	194.01	192.03	
NE	2010	4	187.73	187.90	
NE	2011	1	187.26	189.03	
NE	2011	2	191.37	189.15	
NE	2011	3	192.84	191.04	
NE	2011	4	191.06	191.04	
NE	2012	1	191.99	193.62	
NE	2012	2	197.56	195.56	
NE	2012	3	197.75	195.98	
NE	2012	4	200.10	199.84	
NE	2013	1	202.10	203.75	
NE	2013	2	205.49	203.67	
NE	2013	3	207.10	205.28	
NE	2013	4	209.63	209.07	
NE	2014	1	208.53	210.30	
NE	2014	2	212.64	210.96	
NE	2014	3	217.32	215.35	
NE	2014	4	217.93	217.10	
NE	2015	1	216.87	218.87	
NE	2015	2	225.75	224.10	
NE	2015	3	229.24	227.04	
NH	1991	1	100.00	100.00	
NH	1991	2	98.57	98.84	
NH	1991	3	97.32	97.40	
NH	1991	4	95.82	95.81	
NH	1992	1	95.96	96.01	
NH	1992	2	94.29	94.55	
NH	1992	3	93.34	93.36	
NH	1992	4	93.65	93.64	
NH	1993	1	91.85	91.97	
NH	1993	2	92.40	92.64	
NH	1993	3	92.89	92.79	
NH	1993	4	92.96	92.97	
NH	1994	1	94.44	94.75	
NH	1994	2	93.25	93.41	
NH	1994	3	93.80	93.56	
NH	1994	4	94.21	94.32	
NH	1995	1	92.51	92.95	
NH	1995	2	94.92	94.98	
NH	1995	3	96.21	95.80	
NH	1995	4	95.73	95.93	
NH	1996	1	95.78	96.44	
NH	1996	2	97.05	96.95	
NH	1996	3	99.79	99.24	
NH	1996	4	98.01	98.35	
NH	1997	1	99.51	100.32	
NH	1997	2	102.10	101.85	
NH	1997	3	103.26	102.64	
NH	1997	4	104.28	104.68	
NH	1998	1	105.49	106.49	
NH	1998	2	109.25	108.85	
NH	1998	3	112.37	111.68	
NH	1998	4	113.23	113.66	
NH	1999	1	115.07	116.27	
NH	1999	2	121.17	120.69	
NH	1999	3	123.26	122.48	
NH	1999	4	125.56	125.95	
NH	2000	1	129.61	131.09	
NH	2000	2	135.88	135.32	
NH	2000	3	140.45	139.56	
NH	2000	4	146.37	146.74	
NH	2001	1	148.46	150.21	
NH	2001	2	155.78	155.15	
NH	2001	3	161.74	160.78	
NH	2001	4	163.81	164.13	
NH	2002	1	165.99	167.93	
NH	2002	2	174.60	173.88	
NH	2002	3	182.68	181.71	
NH	2002	4	184.99	185.32	
NH	2003	1	187.92	190.04	
NH	2003	2	195.43	194.54	
NH	2003	3	199.48	198.57	
NH	2003	4	204.35	204.86	
NH	2004	1	207.71	209.87	
NH	2004	2	214.88	213.67	
NH	2004	3	218.16	217.35	
NH	2004	4	223.50	224.39	
NH	2005	1	226.98	229.09	
NH	2005	2	233.88	232.23	
NH	2005	3	237.43	236.78	
NH	2005	4	236.92	238.25	
NH	2006	1	235.12	237.02	
NH	2006	2	238.65	236.73	
NH	2006	3	234.71	234.23	
NH	2006	4	229.08	230.46	
NH	2007	1	231.04	232.96	
NH	2007	2	234.00	232.06	
NH	2007	3	229.09	228.53	
NH	2007	4	222.13	223.33	
NH	2008	1	218.09	220.27	
NH	2008	2	216.75	214.97	
NH	2008	3	210.51	209.83	
NH	2008	4	203.55	204.17	
NH	2009	1	206.82	209.62	
NH	2009	2	206.33	204.69	
NH	2009	3	200.36	199.37	
NH	2009	4	202.02	202.25	
NH	2010	1	193.39	196.70	
NH	2010	2	197.88	196.28	
NH	2010	3	200.28	198.96	
NH	2010	4	195.60	195.60	
NH	2011	1	185.42	189.10	
NH	2011	2	190.66	189.11	
NH	2011	3	191.65	189.98	
NH	2011	4	191.12	191.33	
NH	2012	1	183.88	187.61	
NH	2012	2	190.75	189.20	
NH	2012	3	190.74	188.78	
NH	2012	4	189.14	189.78	
NH	2013	1	189.91	193.49	
NH	2013	2	199.05	197.50	
NH	2013	3	200.28	198.00	
NH	2013	4	196.89	198.14	
NH	2014	1	200.12	203.34	
NH	2014	2	205.27	203.79	
NH	2014	3	207.74	205.33	
NH	2014	4	205.73	207.46	
NH	2015	1	207.81	210.65	
NH	2015	2	212.32	210.97	
NH	2015	3	219.12	216.52	
NJ	1991	1	100.00	100.00	
NJ	1991	2	99.05	99.18	
NJ	1991	3	99.09	98.83	
NJ	1991	4	99.58	99.67	
NJ	1992	1	101.18	101.21	
NJ	1992	2	100.20	100.35	
NJ	1992	3	100.76	100.41	
NJ	1992	4	101.29	101.42	
NJ	1993	1	100.38	100.50	
NJ	1993	2	101.09	101.21	
NJ	1993	3	101.66	101.18	
NJ	1993	4	101.77	101.96	
NJ	1994	1	102.11	102.40	
NJ	1994	2	102.00	102.02	
NJ	1994	3	102.84	102.24	
NJ	1994	4	101.26	101.52	
NJ	1995	1	101.19	101.62	
